Date,Area,Rainfall_mm
24-11-2024,CHEMBARAMBAKKAM,3.96
25-11-2024,CHEMBARAMBAKKAM,4.35
26-11-2024,CHEMBARAMBAKKAM,39.03
27-11-2024,CHEMBARAMBAKKAM,23.95
28-11-2024,CHEMBARAMBAKKAM,1.15
29-11-2024,CHEMBARAMBAKKAM,24.36
30-11-2024,CHEMBARAMBAKKAM,9.24
01-12-2024,CHEMBARAMBAKKAM,11.5
02-12-2024,CHEMBARAMBAKKAM,36.71
03-12-2024,CHEMBARAMBAKKAM,41.64
04-12-2024,CHEMBARAMBAKKAM,12.79
05-12-2024,CHEMBARAMBAKKAM,73.51
06-12-2024,CHEMBARAMBAKKAM,13.04
07-12-2024,CHEMBARAMBAKKAM,36.94
08-12-2024,CHEMBARAMBAKKAM,16.54
09-12-2024,CHEMBARAMBAKKAM,56.96
10-12-2024,CHEMBARAMBAKKAM,59.58
11-12-2024,CHEMBARAMBAKKAM,2.29
12-12-2024,CHEMBARAMBAKKAM,68.92
13-12-2024,CHEMBARAMBAKKAM,43.65
14-12-2024,CHEMBARAMBAKKAM,39.17
15-12-2024,CHEMBARAMBAKKAM,5.61
16-12-2024,CHEMBARAMBAKKAM,40.88
17-12-2024,CHEMBARAMBAKKAM,47.45
18-12-2024,CHEMBARAMBAKKAM,8.53
19-12-2024,CHEMBARAMBAKKAM,76.05
20-12-2024,CHEMBARAMBAKKAM,1.28
21-12-2024,CHEMBARAMBAKKAM,4.06
22-12-2024,CHEMBARAMBAKKAM,19.28
23-12-2024,CHEMBARAMBAKKAM,21.44
24-12-2024,CHEMBARAMBAKKAM,25.9
25-12-2024,CHEMBARAMBAKKAM,0.43
26-12-2024,CHEMBARAMBAKKAM,80.7
27-12-2024,CHEMBARAMBAKKAM,1.14
28-12-2024,CHEMBARAMBAKKAM,3.86
29-12-2024,CHEMBARAMBAKKAM,0.35
30-12-2024,CHEMBARAMBAKKAM,20.92
31-12-2024,CHEMBARAMBAKKAM,67.3
01-01-2025,CHEMBARAMBAKKAM,2.19
02-01-2025,CHEMBARAMBAKKAM,3.46
03-01-2025,CHEMBARAMBAKKAM,0.03
04-01-2025,CHEMBARAMBAKKAM,1.56
05-01-2025,CHEMBARAMBAKKAM,1.23
06-01-2025,CHEMBARAMBAKKAM,1.38
07-01-2025,CHEMBARAMBAKKAM,0.15
08-01-2025,CHEMBARAMBAKKAM,2.31
09-01-2025,CHEMBARAMBAKKAM,1.4
10-01-2025,CHEMBARAMBAKKAM,2.9
11-01-2025,CHEMBARAMBAKKAM,1.33
12-01-2025,CHEMBARAMBAKKAM,0.32
13-01-2025,CHEMBARAMBAKKAM,2.09
14-01-2025,CHEMBARAMBAKKAM,0.38
15-01-2025,CHEMBARAMBAKKAM,4.12
16-01-2025,CHEMBARAMBAKKAM,1.9
17-01-2025,CHEMBARAMBAKKAM,0.34
18-01-2025,CHEMBARAMBAKKAM,6.56
19-01-2025,CHEMBARAMBAKKAM,1.46
20-01-2025,CHEMBARAMBAKKAM,0.15
21-01-2025,CHEMBARAMBAKKAM,1.97
22-01-2025,CHEMBARAMBAKKAM,0.58
23-01-2025,CHEMBARAMBAKKAM,3.26
24-01-2025,CHEMBARAMBAKKAM,3.41
25-01-2025,CHEMBARAMBAKKAM,7.72
26-01-2025,CHEMBARAMBAKKAM,1.39
27-01-2025,CHEMBARAMBAKKAM,1.21
28-01-2025,CHEMBARAMBAKKAM,2.8
29-01-2025,CHEMBARAMBAKKAM,0.28
30-01-2025,CHEMBARAMBAKKAM,1.58
31-01-2025,CHEMBARAMBAKKAM,1.58
01-02-2025,CHEMBARAMBAKKAM,0.19
02-02-2025,CHEMBARAMBAKKAM,1.08
03-02-2025,CHEMBARAMBAKKAM,3.84
04-02-2025,CHEMBARAMBAKKAM,3.88
05-02-2025,CHEMBARAMBAKKAM,0.21
06-02-2025,CHEMBARAMBAKKAM,0.19
07-02-2025,CHEMBARAMBAKKAM,0.61
08-02-2025,CHEMBARAMBAKKAM,4.16
09-02-2025,CHEMBARAMBAKKAM,0.28
10-02-2025,CHEMBARAMBAKKAM,2.55
11-02-2025,CHEMBARAMBAKKAM,0.21
12-02-2025,CHEMBARAMBAKKAM,1.95
13-02-2025,CHEMBARAMBAKKAM,0.88
14-02-2025,CHEMBARAMBAKKAM,3.11
15-02-2025,CHEMBARAMBAKKAM,0.53
16-02-2025,CHEMBARAMBAKKAM,2.04
17-02-2025,CHEMBARAMBAKKAM,0.54
18-02-2025,CHEMBARAMBAKKAM,2.5
19-02-2025,CHEMBARAMBAKKAM,4.14
20-02-2025,CHEMBARAMBAKKAM,0.27
21-02-2025,CHEMBARAMBAKKAM,4.03
22-02-2025,CHEMBARAMBAKKAM,1.8
23-02-2025,CHEMBARAMBAKKAM,0.27
24-02-2025,CHEMBARAMBAKKAM,1.12
25-02-2025,CHEMBARAMBAKKAM,0.35
26-02-2025,CHEMBARAMBAKKAM,2.41
27-02-2025,CHEMBARAMBAKKAM,2.84
28-02-2025,CHEMBARAMBAKKAM,0.22
01-03-2025,CHEMBARAMBAKKAM,1.41
02-03-2025,CHEMBARAMBAKKAM,3.37
03-03-2025,CHEMBARAMBAKKAM,5.5
04-03-2025,CHEMBARAMBAKKAM,1.44
05-03-2025,CHEMBARAMBAKKAM,6.0
06-03-2025,CHEMBARAMBAKKAM,1.53
07-03-2025,CHEMBARAMBAKKAM,1.0
08-03-2025,CHEMBARAMBAKKAM,3.77
09-03-2025,CHEMBARAMBAKKAM,1.36
10-03-2025,CHEMBARAMBAKKAM,1.28
11-03-2025,CHEMBARAMBAKKAM,1.35
12-03-2025,CHEMBARAMBAKKAM,3.75
13-03-2025,CHEMBARAMBAKKAM,3.57
14-03-2025,CHEMBARAMBAKKAM,1.03
15-03-2025,CHEMBARAMBAKKAM,0.81
16-03-2025,CHEMBARAMBAKKAM,1.35
17-03-2025,CHEMBARAMBAKKAM,1.7
18-03-2025,CHEMBARAMBAKKAM,0.54
19-03-2025,CHEMBARAMBAKKAM,3.16
20-03-2025,CHEMBARAMBAKKAM,1.33
21-03-2025,CHEMBARAMBAKKAM,0.81
22-03-2025,CHEMBARAMBAKKAM,0.23
23-03-2025,CHEMBARAMBAKKAM,0.55
24-03-2025,CHEMBARAMBAKKAM,5.96
25-03-2025,CHEMBARAMBAKKAM,0.73
26-03-2025,CHEMBARAMBAKKAM,0.37
27-03-2025,CHEMBARAMBAKKAM,1.23
28-03-2025,CHEMBARAMBAKKAM,0.73
29-03-2025,CHEMBARAMBAKKAM,0.07
30-03-2025,CHEMBARAMBAKKAM,0.78
31-03-2025,CHEMBARAMBAKKAM,1.57
01-04-2025,CHEMBARAMBAKKAM,1.6
02-04-2025,CHEMBARAMBAKKAM,0.88
03-04-2025,CHEMBARAMBAKKAM,1.19
04-04-2025,CHEMBARAMBAKKAM,6.73
05-04-2025,CHEMBARAMBAKKAM,0.95
06-04-2025,CHEMBARAMBAKKAM,0.6
07-04-2025,CHEMBARAMBAKKAM,0.56
08-04-2025,CHEMBARAMBAKKAM,1.22
09-04-2025,CHEMBARAMBAKKAM,2.85
10-04-2025,CHEMBARAMBAKKAM,0.46
11-04-2025,CHEMBARAMBAKKAM,2.47
12-04-2025,CHEMBARAMBAKKAM,0.04
13-04-2025,CHEMBARAMBAKKAM,1.09
14-04-2025,CHEMBARAMBAKKAM,2.99
15-04-2025,CHEMBARAMBAKKAM,0.83
16-04-2025,CHEMBARAMBAKKAM,1.66
17-04-2025,CHEMBARAMBAKKAM,0.46
18-04-2025,CHEMBARAMBAKKAM,2.71
19-04-2025,CHEMBARAMBAKKAM,0.11
20-04-2025,CHEMBARAMBAKKAM,3.83
21-04-2025,CHEMBARAMBAKKAM,0.44
22-04-2025,CHEMBARAMBAKKAM,4.15
23-04-2025,CHEMBARAMBAKKAM,0.87
24-04-2025,CHEMBARAMBAKKAM,2.57
25-04-2025,CHEMBARAMBAKKAM,0.77
26-04-2025,CHEMBARAMBAKKAM,4.73
27-04-2025,CHEMBARAMBAKKAM,0.27
28-04-2025,CHEMBARAMBAKKAM,0.39
29-04-2025,CHEMBARAMBAKKAM,1.36
30-04-2025,CHEMBARAMBAKKAM,0.17
01-05-2025,CHEMBARAMBAKKAM,0.44
02-05-2025,CHEMBARAMBAKKAM,5.76
03-05-2025,CHEMBARAMBAKKAM,7.5
04-05-2025,CHEMBARAMBAKKAM,0.94
05-05-2025,CHEMBARAMBAKKAM,5.14
06-05-2025,CHEMBARAMBAKKAM,1.57
07-05-2025,CHEMBARAMBAKKAM,0.63
08-05-2025,CHEMBARAMBAKKAM,2.42
09-05-2025,CHEMBARAMBAKKAM,2.15
10-05-2025,CHEMBARAMBAKKAM,9.04
11-05-2025,CHEMBARAMBAKKAM,0.62
12-05-2025,CHEMBARAMBAKKAM,2.23
13-05-2025,CHEMBARAMBAKKAM,0.11
14-05-2025,CHEMBARAMBAKKAM,0.24
15-05-2025,CHEMBARAMBAKKAM,0.01
16-05-2025,CHEMBARAMBAKKAM,15.05
17-05-2025,CHEMBARAMBAKKAM,3.24
18-05-2025,CHEMBARAMBAKKAM,3.09
19-05-2025,CHEMBARAMBAKKAM,1.43
20-05-2025,CHEMBARAMBAKKAM,0.71
21-05-2025,CHEMBARAMBAKKAM,0.33
22-05-2025,CHEMBARAMBAKKAM,0.67
23-05-2025,CHEMBARAMBAKKAM,0.94
24-05-2025,CHEMBARAMBAKKAM,2.82
25-05-2025,CHEMBARAMBAKKAM,1.55
26-05-2025,CHEMBARAMBAKKAM,0.16
27-05-2025,CHEMBARAMBAKKAM,0.04
28-05-2025,CHEMBARAMBAKKAM,0.22
29-05-2025,CHEMBARAMBAKKAM,1.06
30-05-2025,CHEMBARAMBAKKAM,5.41
31-05-2025,CHEMBARAMBAKKAM,2.03
01-06-2025,CHEMBARAMBAKKAM,3.24
02-06-2025,CHEMBARAMBAKKAM,1.26
03-06-2025,CHEMBARAMBAKKAM,0.9
04-06-2025,CHEMBARAMBAKKAM,0.23
05-06-2025,CHEMBARAMBAKKAM,4.17
06-06-2025,CHEMBARAMBAKKAM,3.06
07-06-2025,CHEMBARAMBAKKAM,0.37
08-06-2025,CHEMBARAMBAKKAM,1.44
09-06-2025,CHEMBARAMBAKKAM,1.34
10-06-2025,CHEMBARAMBAKKAM,1.96
11-06-2025,CHEMBARAMBAKKAM,5.84
12-06-2025,CHEMBARAMBAKKAM,1.73
13-06-2025,CHEMBARAMBAKKAM,1.55
14-06-2025,CHEMBARAMBAKKAM,0.1
15-06-2025,CHEMBARAMBAKKAM,0.13
16-06-2025,CHEMBARAMBAKKAM,0.41
17-06-2025,CHEMBARAMBAKKAM,0.07
18-06-2025,CHEMBARAMBAKKAM,2.72
19-06-2025,CHEMBARAMBAKKAM,2.57
20-06-2025,CHEMBARAMBAKKAM,0.29
21-06-2025,CHEMBARAMBAKKAM,3.62
22-06-2025,CHEMBARAMBAKKAM,0.34
23-06-2025,CHEMBARAMBAKKAM,0.72
24-06-2025,CHEMBARAMBAKKAM,0.57
25-06-2025,CHEMBARAMBAKKAM,0.93
26-06-2025,CHEMBARAMBAKKAM,0.59
27-06-2025,CHEMBARAMBAKKAM,1.34
28-06-2025,CHEMBARAMBAKKAM,1.05
29-06-2025,CHEMBARAMBAKKAM,8.62
30-06-2025,CHEMBARAMBAKKAM,0.12
01-07-2025,CHEMBARAMBAKKAM,0.31
02-07-2025,CHEMBARAMBAKKAM,0.11
03-07-2025,CHEMBARAMBAKKAM,1.97
04-07-2025,CHEMBARAMBAKKAM,0.11
05-07-2025,CHEMBARAMBAKKAM,3.62
06-07-2025,CHEMBARAMBAKKAM,1.43
07-07-2025,CHEMBARAMBAKKAM,1.5
08-07-2025,CHEMBARAMBAKKAM,1.65
09-07-2025,CHEMBARAMBAKKAM,0.37
10-07-2025,CHEMBARAMBAKKAM,0.44
11-07-2025,CHEMBARAMBAKKAM,0.77
12-07-2025,CHEMBARAMBAKKAM,1.8
13-07-2025,CHEMBARAMBAKKAM,0.47
14-07-2025,CHEMBARAMBAKKAM,0.25
15-07-2025,CHEMBARAMBAKKAM,7.02
16-07-2025,CHEMBARAMBAKKAM,0.04
17-07-2025,CHEMBARAMBAKKAM,3.25
18-07-2025,CHEMBARAMBAKKAM,3.1
19-07-2025,CHEMBARAMBAKKAM,0.71
20-07-2025,CHEMBARAMBAKKAM,0.29
21-07-2025,CHEMBARAMBAKKAM,0.31
22-07-2025,CHEMBARAMBAKKAM,2.39
23-07-2025,CHEMBARAMBAKKAM,2.06
24-07-2025,CHEMBARAMBAKKAM,3.05
25-07-2025,CHEMBARAMBAKKAM,5.54
26-07-2025,CHEMBARAMBAKKAM,2.35
27-07-2025,CHEMBARAMBAKKAM,0.34
28-07-2025,CHEMBARAMBAKKAM,0.56
29-07-2025,CHEMBARAMBAKKAM,3.69
30-07-2025,CHEMBARAMBAKKAM,0.47
31-07-2025,CHEMBARAMBAKKAM,0.15
01-08-2025,CHEMBARAMBAKKAM,2.43
02-08-2025,CHEMBARAMBAKKAM,1.03
03-08-2025,CHEMBARAMBAKKAM,5.05
04-08-2025,CHEMBARAMBAKKAM,2.1
05-08-2025,CHEMBARAMBAKKAM,0.19
06-08-2025,CHEMBARAMBAKKAM,5.91
07-08-2025,CHEMBARAMBAKKAM,0.6
08-08-2025,CHEMBARAMBAKKAM,0.82
09-08-2025,CHEMBARAMBAKKAM,1.03
10-08-2025,CHEMBARAMBAKKAM,0.11
11-08-2025,CHEMBARAMBAKKAM,1.37
12-08-2025,CHEMBARAMBAKKAM,0.26
13-08-2025,CHEMBARAMBAKKAM,1.02
14-08-2025,CHEMBARAMBAKKAM,0.86
15-08-2025,CHEMBARAMBAKKAM,2.96
16-08-2025,CHEMBARAMBAKKAM,3.25
17-08-2025,CHEMBARAMBAKKAM,0.33
18-08-2025,CHEMBARAMBAKKAM,0.91
19-08-2025,CHEMBARAMBAKKAM,0.93
20-08-2025,CHEMBARAMBAKKAM,0.33
21-08-2025,CHEMBARAMBAKKAM,3.2
22-08-2025,CHEMBARAMBAKKAM,2.46
23-08-2025,CHEMBARAMBAKKAM,0.42
24-08-2025,CHEMBARAMBAKKAM,0.91
25-08-2025,CHEMBARAMBAKKAM,0.22
26-08-2025,CHEMBARAMBAKKAM,1.98
27-08-2025,CHEMBARAMBAKKAM,0.26
28-08-2025,CHEMBARAMBAKKAM,8.53
29-08-2025,CHEMBARAMBAKKAM,3.03
30-08-2025,CHEMBARAMBAKKAM,0.99
31-08-2025,CHEMBARAMBAKKAM,1.73
01-09-2025,CHEMBARAMBAKKAM,4.85
02-09-2025,CHEMBARAMBAKKAM,1.62
03-09-2025,CHEMBARAMBAKKAM,0.38
04-09-2025,CHEMBARAMBAKKAM,0.95
05-09-2025,CHEMBARAMBAKKAM,3.7
06-09-2025,CHEMBARAMBAKKAM,2.07
07-09-2025,CHEMBARAMBAKKAM,2.1
08-09-2025,CHEMBARAMBAKKAM,4.03
09-09-2025,CHEMBARAMBAKKAM,4.49
10-09-2025,CHEMBARAMBAKKAM,5.05
11-09-2025,CHEMBARAMBAKKAM,0.2
12-09-2025,CHEMBARAMBAKKAM,1.57
13-09-2025,CHEMBARAMBAKKAM,2.7
14-09-2025,CHEMBARAMBAKKAM,2.83
15-09-2025,CHEMBARAMBAKKAM,1.87
16-09-2025,CHEMBARAMBAKKAM,0.36
17-09-2025,CHEMBARAMBAKKAM,3.19
18-09-2025,CHEMBARAMBAKKAM,2.55
19-09-2025,CHEMBARAMBAKKAM,0.18
20-09-2025,CHEMBARAMBAKKAM,1.25
21-09-2025,CHEMBARAMBAKKAM,0.38
22-09-2025,CHEMBARAMBAKKAM,0.82
23-09-2025,CHEMBARAMBAKKAM,0.04
24-09-2025,CHEMBARAMBAKKAM,1.02
25-09-2025,CHEMBARAMBAKKAM,1.6
26-09-2025,CHEMBARAMBAKKAM,1.93
27-09-2025,CHEMBARAMBAKKAM,2.18
28-09-2025,CHEMBARAMBAKKAM,3.62
29-09-2025,CHEMBARAMBAKKAM,0.49
30-09-2025,CHEMBARAMBAKKAM,0.26
01-10-2025,CHEMBARAMBAKKAM,47.69
02-10-2025,CHEMBARAMBAKKAM,4.26
03-10-2025,CHEMBARAMBAKKAM,91.98
04-10-2025,CHEMBARAMBAKKAM,46.21
05-10-2025,CHEMBARAMBAKKAM,17.37
06-10-2025,CHEMBARAMBAKKAM,99.64
07-10-2025,CHEMBARAMBAKKAM,2.56
08-10-2025,CHEMBARAMBAKKAM,9.03
09-10-2025,CHEMBARAMBAKKAM,25.42
10-10-2025,CHEMBARAMBAKKAM,10.77
11-10-2025,CHEMBARAMBAKKAM,65.91
12-10-2025,CHEMBARAMBAKKAM,1.7
13-10-2025,CHEMBARAMBAKKAM,19.93
14-10-2025,CHEMBARAMBAKKAM,22.34
15-10-2025,CHEMBARAMBAKKAM,26.44
16-10-2025,CHEMBARAMBAKKAM,7.38
17-10-2025,CHEMBARAMBAKKAM,11.34
18-10-2025,CHEMBARAMBAKKAM,46.4
19-10-2025,CHEMBARAMBAKKAM,5.42
20-10-2025,CHEMBARAMBAKKAM,43.84
21-10-2025,CHEMBARAMBAKKAM,20.68
22-10-2025,CHEMBARAMBAKKAM,35.91
23-10-2025,CHEMBARAMBAKKAM,31.26
24-10-2025,CHEMBARAMBAKKAM,5.81
25-10-2025,CHEMBARAMBAKKAM,21.03
26-10-2025,CHEMBARAMBAKKAM,50.57
27-10-2025,CHEMBARAMBAKKAM,14.15
28-10-2025,CHEMBARAMBAKKAM,84.97
29-10-2025,CHEMBARAMBAKKAM,15.05
30-10-2025,CHEMBARAMBAKKAM,3.85
31-10-2025,CHEMBARAMBAKKAM,12.33
01-11-2025,CHEMBARAMBAKKAM,75.76
02-11-2025,CHEMBARAMBAKKAM,9.63
03-11-2025,CHEMBARAMBAKKAM,50.64
04-11-2025,CHEMBARAMBAKKAM,53.27
05-11-2025,CHEMBARAMBAKKAM,10.78
06-11-2025,CHEMBARAMBAKKAM,2.17
07-11-2025,CHEMBARAMBAKKAM,32.23
08-11-2025,CHEMBARAMBAKKAM,9.33
09-11-2025,CHEMBARAMBAKKAM,38.19
10-11-2025,CHEMBARAMBAKKAM,14.61
11-11-2025,CHEMBARAMBAKKAM,16.6
12-11-2025,CHEMBARAMBAKKAM,37.62
13-11-2025,CHEMBARAMBAKKAM,12.05
14-11-2025,CHEMBARAMBAKKAM,14.64
15-11-2025,CHEMBARAMBAKKAM,11.8
16-11-2025,CHEMBARAMBAKKAM,11.45
17-11-2025,CHEMBARAMBAKKAM,18.66
18-11-2025,CHEMBARAMBAKKAM,41.36
19-11-2025,CHEMBARAMBAKKAM,11.23
20-11-2025,CHEMBARAMBAKKAM,18.57
21-11-2025,CHEMBARAMBAKKAM,27.77
22-11-2025,CHEMBARAMBAKKAM,7.85
23-11-2025,CHEMBARAMBAKKAM,8.13
24-11-2025,CHEMBARAMBAKKAM,67.73
25-11-2025,CHEMBARAMBAKKAM,32.14
26-11-2025,CHEMBARAMBAKKAM,21.52
27-11-2025,CHEMBARAMBAKKAM,26.08
28-11-2025,CHEMBARAMBAKKAM,0.74
29-11-2025,CHEMBARAMBAKKAM,24.07
30-11-2025,CHEMBARAMBAKKAM,17.81
01-12-2025,CHEMBARAMBAKKAM,19.73
02-12-2025,CHEMBARAMBAKKAM,11.13
03-12-2025,CHEMBARAMBAKKAM,2.12
04-12-2025,CHEMBARAMBAKKAM,5.37
05-12-2025,CHEMBARAMBAKKAM,75.27
06-12-2025,CHEMBARAMBAKKAM,13.14
07-12-2025,CHEMBARAMBAKKAM,15.72
08-12-2025,CHEMBARAMBAKKAM,1.35
09-12-2025,CHEMBARAMBAKKAM,0.96
10-12-2025,CHEMBARAMBAKKAM,31.57
11-12-2025,CHEMBARAMBAKKAM,19.31
12-12-2025,CHEMBARAMBAKKAM,17.77
13-12-2025,CHEMBARAMBAKKAM,6.96
14-12-2025,CHEMBARAMBAKKAM,34.14
15-12-2025,CHEMBARAMBAKKAM,4.61
16-12-2025,CHEMBARAMBAKKAM,5.27
17-12-2025,CHEMBARAMBAKKAM,15.44
18-12-2025,CHEMBARAMBAKKAM,8.43
19-12-2025,CHEMBARAMBAKKAM,7.11
20-12-2025,CHEMBARAMBAKKAM,25.91
21-12-2025,CHEMBARAMBAKKAM,26.32
22-12-2025,CHEMBARAMBAKKAM,43.51
23-12-2025,CHEMBARAMBAKKAM,13.52
24-12-2025,CHEMBARAMBAKKAM,1.9
25-12-2025,CHEMBARAMBAKKAM,7.99
26-12-2025,CHEMBARAMBAKKAM,97.81
27-12-2025,CHEMBARAMBAKKAM,22.67
28-12-2025,CHEMBARAMBAKKAM,30.92
29-12-2025,CHEMBARAMBAKKAM,0.18
30-12-2025,CHEMBARAMBAKKAM,18.26
31-12-2025,CHEMBARAMBAKKAM,0.96
01-01-2026,CHEMBARAMBAKKAM,1.68
02-01-2026,CHEMBARAMBAKKAM,5.07
03-01-2026,CHEMBARAMBAKKAM,6.91
04-01-2026,CHEMBARAMBAKKAM,1.56
05-01-2026,CHEMBARAMBAKKAM,1.23
06-01-2026,CHEMBARAMBAKKAM,5.8
07-01-2026,CHEMBARAMBAKKAM,2.24
08-01-2026,CHEMBARAMBAKKAM,0.13
09-01-2026,CHEMBARAMBAKKAM,1.25
10-01-2026,CHEMBARAMBAKKAM,0.55
11-01-2026,CHEMBARAMBAKKAM,1.27
12-01-2026,CHEMBARAMBAKKAM,1.22
13-01-2026,CHEMBARAMBAKKAM,1.75
14-01-2026,CHEMBARAMBAKKAM,0.88
15-01-2026,CHEMBARAMBAKKAM,0.36
16-01-2026,CHEMBARAMBAKKAM,1.4
17-01-2026,CHEMBARAMBAKKAM,3.55
18-01-2026,CHEMBARAMBAKKAM,2.18
19-01-2026,CHEMBARAMBAKKAM,0.83
20-01-2026,CHEMBARAMBAKKAM,5.48
21-01-2026,CHEMBARAMBAKKAM,4.87
22-01-2026,CHEMBARAMBAKKAM,0.47
23-01-2026,CHEMBARAMBAKKAM,0.08
24-01-2026,CHEMBARAMBAKKAM,2.7
25-01-2026,CHEMBARAMBAKKAM,3.52
26-01-2026,CHEMBARAMBAKKAM,6.88
27-01-2026,CHEMBARAMBAKKAM,4.41
28-01-2026,CHEMBARAMBAKKAM,1.84
29-01-2026,CHEMBARAMBAKKAM,1.51
30-01-2026,CHEMBARAMBAKKAM,0.06
31-01-2026,CHEMBARAMBAKKAM,0.57
01-02-2026,CHEMBARAMBAKKAM,1.23
02-02-2026,CHEMBARAMBAKKAM,1.98
03-02-2026,CHEMBARAMBAKKAM,1.63
04-02-2026,CHEMBARAMBAKKAM,2.71
05-02-2026,CHEMBARAMBAKKAM,0.66
06-02-2026,CHEMBARAMBAKKAM,1.66
07-02-2026,CHEMBARAMBAKKAM,0.18
08-02-2026,CHEMBARAMBAKKAM,1.07
09-02-2026,CHEMBARAMBAKKAM,2.77
10-02-2026,CHEMBARAMBAKKAM,2.36
11-02-2026,CHEMBARAMBAKKAM,9.34
12-02-2026,CHEMBARAMBAKKAM,0.65
13-02-2026,CHEMBARAMBAKKAM,1.38
14-02-2026,CHEMBARAMBAKKAM,0.8
15-02-2026,CHEMBARAMBAKKAM,1.16
16-02-2026,CHEMBARAMBAKKAM,3.89
17-02-2026,CHEMBARAMBAKKAM,2.31
18-02-2026,CHEMBARAMBAKKAM,4.28
19-02-2026,CHEMBARAMBAKKAM,0.46
20-02-2026,CHEMBARAMBAKKAM,4.13
21-02-2026,CHEMBARAMBAKKAM,0.12
22-02-2026,CHEMBARAMBAKKAM,4.39
23-02-2026,CHEMBARAMBAKKAM,0.8
24-02-2026,CHEMBARAMBAKKAM,0.76
25-02-2026,CHEMBARAMBAKKAM,1.44
26-02-2026,CHEMBARAMBAKKAM,5.65
27-02-2026,CHEMBARAMBAKKAM,0.1
28-02-2026,CHEMBARAMBAKKAM,0.87
01-03-2026,CHEMBARAMBAKKAM,3.88
02-03-2026,CHEMBARAMBAKKAM,1.01
03-03-2026,CHEMBARAMBAKKAM,0.44
04-03-2026,CHEMBARAMBAKKAM,1.11
05-03-2026,CHEMBARAMBAKKAM,0.97
06-03-2026,CHEMBARAMBAKKAM,4.94
07-03-2026,CHEMBARAMBAKKAM,2.87
08-03-2026,CHEMBARAMBAKKAM,1.41
09-03-2026,CHEMBARAMBAKKAM,8.91
10-03-2026,CHEMBARAMBAKKAM,1.25
11-03-2026,CHEMBARAMBAKKAM,0.12
12-03-2026,CHEMBARAMBAKKAM,0.61
13-03-2026,CHEMBARAMBAKKAM,1.15
14-03-2026,CHEMBARAMBAKKAM,0.34
15-03-2026,CHEMBARAMBAKKAM,5.9
16-03-2026,CHEMBARAMBAKKAM,2.91
17-03-2026,CHEMBARAMBAKKAM,0.62
18-03-2026,CHEMBARAMBAKKAM,1.79
19-03-2026,CHEMBARAMBAKKAM,2.56
20-03-2026,CHEMBARAMBAKKAM,5.67
21-03-2026,CHEMBARAMBAKKAM,4.27
22-03-2026,CHEMBARAMBAKKAM,1.45
23-03-2026,CHEMBARAMBAKKAM,2.98
24-03-2026,CHEMBARAMBAKKAM,1.65
25-03-2026,CHEMBARAMBAKKAM,1.61
26-03-2026,CHEMBARAMBAKKAM,0.24
27-03-2026,CHEMBARAMBAKKAM,0.27
28-03-2026,CHEMBARAMBAKKAM,1.51
29-03-2026,CHEMBARAMBAKKAM,0.63
30-03-2026,CHEMBARAMBAKKAM,0.04
31-03-2026,CHEMBARAMBAKKAM,2.57
01-04-2026,CHEMBARAMBAKKAM,0.07
02-04-2026,CHEMBARAMBAKKAM,1.81
03-04-2026,CHEMBARAMBAKKAM,1.55
04-04-2026,CHEMBARAMBAKKAM,6.94
05-04-2026,CHEMBARAMBAKKAM,1.32
06-04-2026,CHEMBARAMBAKKAM,0.13
07-04-2026,CHEMBARAMBAKKAM,1.6
08-04-2026,CHEMBARAMBAKKAM,3.68
09-04-2026,CHEMBARAMBAKKAM,11.52
10-04-2026,CHEMBARAMBAKKAM,1.13
11-04-2026,CHEMBARAMBAKKAM,0.77
12-04-2026,CHEMBARAMBAKKAM,4.74
13-04-2026,CHEMBARAMBAKKAM,0.42
14-04-2026,CHEMBARAMBAKKAM,1.91
15-04-2026,CHEMBARAMBAKKAM,1.04
16-04-2026,CHEMBARAMBAKKAM,0.08
17-04-2026,CHEMBARAMBAKKAM,0.85
18-04-2026,CHEMBARAMBAKKAM,0.62
19-04-2026,CHEMBARAMBAKKAM,2.32
20-04-2026,CHEMBARAMBAKKAM,5.94
21-04-2026,CHEMBARAMBAKKAM,0.62
22-04-2026,CHEMBARAMBAKKAM,3.34
23-04-2026,CHEMBARAMBAKKAM,0.11
24-04-2026,CHEMBARAMBAKKAM,1.54
25-04-2026,CHEMBARAMBAKKAM,0.15
26-04-2026,CHEMBARAMBAKKAM,5.44
27-04-2026,CHEMBARAMBAKKAM,2.91
28-04-2026,CHEMBARAMBAKKAM,2.15
29-04-2026,CHEMBARAMBAKKAM,3.47
30-04-2026,CHEMBARAMBAKKAM,2.09
01-05-2026,CHEMBARAMBAKKAM,6.94
02-05-2026,CHEMBARAMBAKKAM,2.5
03-05-2026,CHEMBARAMBAKKAM,5.17
04-05-2026,CHEMBARAMBAKKAM,1.46
05-05-2026,CHEMBARAMBAKKAM,0.25
06-05-2026,CHEMBARAMBAKKAM,1.5
07-05-2026,CHEMBARAMBAKKAM,0.27
08-05-2026,CHEMBARAMBAKKAM,1.8
09-05-2026,CHEMBARAMBAKKAM,1.32
10-05-2026,CHEMBARAMBAKKAM,1.95
11-05-2026,CHEMBARAMBAKKAM,0.02
12-05-2026,CHEMBARAMBAKKAM,0.43
13-05-2026,CHEMBARAMBAKKAM,1.35
14-05-2026,CHEMBARAMBAKKAM,6.01
